Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Rheumatology CNS,Medway NHS,-,,450,407.6666667,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Standards and Practice,Medway NHS,-,,1333.5,1465.166667,607.5,499.5,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Therapies,Medway NHS,-,,10573.5,9260.516667,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
Ward Managers 430 Bleep roster,Medway NHS,-,,210,0,0,0,0,0,0,0,0,0,Unplanned,01/02/2023,,,
ACCP,Medway NHS,-,,1176,195.5,0,0,322,0,0,0,0,0,Planned,01/02/2023,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Audiology Dept,Medway NHS,-,,1658,244.5,757,551.75,0,0,0,0,0,0,Planned,01/02/2023,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Cancer Services CNS,Medway NHS,-,,4500,3593.416667,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Children's Play Team,Medway NHS,-,,150,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Children's Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,2592.5,1884.666667,0,58,0,0,0,0,0,0,Planned,01/02/2023,,,
Colposcopy,Medway NHS,-,,1044.5,925,871.5,730,0,0,0,0,0,0,Planned,01/02/2023,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Critical Care Medics,Medway NHS,-,,700,162.5,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - T&O VIEW ONLY,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Maternity Managers On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Maxillofacial,Medway NHS,-,,684,524.5,1572,1363,0,0,0,0,0,0,Planned,01/02/2023,,,
Medical Records,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Acute Response Team (CCO),Medway NHS,-,,647.5,632.5,0,0,854,823.5,0,0,0,0,Planned,01/02/2023,,,
N - Arethusa SAU,Medway NHS,-,,2347.116667,2001.6,1067.5,845.1666667,1540.5,1517,605,611.3333333,323,63,Planned,01/02/2023,,,
N - Childrens Diabetes,Medway NHS,-,,1100,746,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Childrens Unit,Medway NHS,-,,3371.5,3107.5,1258.5,885.25,1976.5,1978,276,389.5,374,0,Planned,01/02/2023,,,
N - Coast2,Medway NHS,-,,1315,1128.75,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Community Midwives - All Saints,Medway NHS,-,,1196,1174.75,170,103.5,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Community Midwives - Castle,Medway NHS,-,,1255.5,1241.5,90,90,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Community Midwives - Riverside,Medway NHS,-,,1318.5,1286.583333,238,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Community Midwives - Swale,Medway NHS,-,,1415,1176,150,87.5,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Continuing Care Paediatrics,Medway NHS,-,,2308,158.5,125,451.5,238,215.5,238,1127.5,0,0,Planned,01/02/2023,,,
N - Continuity - Team 1,Swale,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Delivery Suite,Medway NHS,-,,3323.233333,2480.333333,996.25,762.8333333,3644.666667,2701.75,994,689.9166667,0,28,Planned,01/02/2023,,,
N - ENT Treatment Room,Medway NHS,-,,394.5,429,310.5,310.5,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Galton Day Unit,Medway NHS,-,,1520.5,1356,950,817.4166667,0,0,0,0,0,0,Planned,01/02/2023,,,
N - General HDU,Medway NHS,-,,2775,2199.916667,745.75,340.75,2520,2321.533333,0,67.5,274,2,Planned,01/02/2023,,,
N - ICU,Medway NHS,-,,3266.5,2677.833333,0,0,3127.5,2546.166667,0,0,210,3,Planned,01/02/2023,,,
N - Kent Ward,Medway NHS,-,,1334.25,1131.75,665.3333333,602.75,994,791.6666667,662.6666667,622.9166667,0,0,Planned,01/02/2023,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,1494.5,1141.133333,1050,844,1357,1201,966,942.5,451,7,Planned,01/02/2023,,,
N - Lawrence Ward,Medway NHS,-,,1285.983333,1148.333333,1015.983333,994.8833333,945,951.9166667,945,943.8333333,348,17,Planned,01/02/2023,,,
N - Main Theatres,Medway NHS,-,,7550,7249,5336,4014.083333,2265.5,2238.25,935,892.6666667,0,0,Planned,01/02/2023,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,844.6666667,827.4166667,795.6666667,770.4166667,0,0,0,0,0,0,Planned,01/02/2023,,,
N - NICU Nursing,Medway NHS,-,,3866.166667,3297.916667,0,0,3852.5,3131.75,0,0,435,1,Planned,01/02/2023,,,
N - NIPE,Medway NHS,-,,53,61.25,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Ocelot,Medway NHS,-,,1089,751.25,747,513.5,924,760,616,505,165,11,Planned,01/02/2023,,,
N - Outpatients,Medway NHS,-,,4162,2350.583333,5546.25,3944.766667,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Pearl Ward,Medway NHS,-,,994,783.9833333,662.6666667,526.6666667,994,692.4166667,331.3333333,267.8333333,0,0,Planned,01/02/2023,,,
N - Pembroke Ward,Medway NHS,-,,2589,1492.75,1764,1618.5,2156,1454,1232,1617.5,700,3,Planned,01/02/2023,,,
N - Phoenix Ward,Medway NHS,-,,2353.5,1593.25,1512,1224.5,1540,1461,1232,1485,28,50,Planned,01/02/2023,,,
N - Recovery Theatre,Medway NHS,-,,2407.75,2719.25,225.5,191.5,938,945.5,0,0,0,0,Planned,01/02/2023,,,
N - SDCC,Medway NHS,-,,2094.5,1420.75,1166.5,818.5,957,847,528.25,517,274,16,Planned,01/02/2023,,,
N - Sunderland Theatre,Medway NHS,-,,3951.666667,2964.166667,766,698.5,0,0,0,0,0,0,Planned,01/02/2023,,,
N - Team Connect,Medway NHS,-,,1310.833333,540.5,137.5,77,331.3333333,0,0,0,0,0,Planned,01/02/2023,,,
N - The Birth Place,Medway NHS,-,,994,503.25,331.3333333,261,994,490.25,331.3333333,118.3333333,0,28,Planned,01/02/2023,,,
N - Victory Ward,Medway NHS,-,,1425,1111.75,726,576.5,1232,1070.333333,616,921.3333333,335,13,Planned,01/02/2023,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Orthotics,Medway NHS,-,,150,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,165,25,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Pre Assessment,Medway NHS,-,,1523.5,1018,693.5,500,0,0,0,0,0,0,Planned,01/02/2023,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Resus Training Nurses,Medway NHS,-,,746.5,487.25,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Special Needs Nurseries,Medway NHS,-,,526,413,900,255,0,0,0,0,0,0,Planned,01/02/2023,,,
Specialist Midwives,Medway NHS,-,,2256.5,2573.583333,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Theatres Support Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/02/2023,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Breast Unit,Medway NHS,-,,0,0,172.5,162.5,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Cardiac Nurse Specialists,Medway NHS,-,,1177.5,1000,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Cardiorespiratory Staff,Medway NHS,-,,2490,2051.583333,0,172.5,0,0,0,0,0,0,Unplanned,01/03/2023,,,
CT Suite,Medway NHS,-,,1991,1890.433333,0,0,356.5,354,0,0,0,0,Unplanned,01/03/2023,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Diabetes Care Nurses,Medway NHS,-,,735,401.5,345,298.25,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Dietetics,Medway NHS,-,,1904.5,1358.75,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Frailty Nurses,Medway NHS,-,,1600,1152.5,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Frailty Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Gastro CNS,Medway NHS,-,,846.75,764.3333333,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
General Imaging,Medway NHS,-,,7147,6127.5,0,0,1111,1075.5,0,0,0,0,Unplanned,01/03/2023,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Imaging Ultrasound,Medway NHS,-,,1915,807.5,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Medical Infusion Suite,Medway NHS,-,,901,617.5833333,429,167,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
MRI Team,Medway NHS,-,,1666.75,2979,0,227,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - ADL,Medway NHS,-,,1365,950.5,1494,626.5,954,758,713,332.0833333,330,0,Unplanned,01/03/2023,,,
N - Bronte Ward,Medway NHS,-,,1592,1216.916667,1258,969,1023,1013.75,682,671,562,2,Unplanned,01/03/2023,,,
N - Byron Ward,Medway NHS,-,,2475.5,1386.583333,1513.5,1599,1046.25,1260,1046.25,1772,217,24,Unplanned,01/03/2023,,,
N - Cardiac Catheter Suite,Medway NHS,-,,1168.5,1057,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - CCU,Medway NHS,-,,720,720,438.5,99,713,715.5,0,0,97,6,Unplanned,01/03/2023,,,
N - CDU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - Dickens Ward,Medway NHS,-,,0,0,0,0,0,0,0,0,0,62,Unplanned,01/03/2023,,,
N - Emerald AAU,Medway NHS,-,,1140,1108,807.5,682,682,686,682,727,232,10,Unplanned,01/03/2023,,,
N - Emerald Ward,Medway NHS,-,,1608.75,1490,1675.5,974.1666667,1023,1027,1023,1078.5,582,7,Unplanned,01/03/2023,,,
N - Emergency Department (ENP),Medway NHS,-,,1081.25,793.4166667,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - Emergency Department (Nursing),Medway NHS,-,,7876.083333,5640,2495,2473.916667,7108.6,5795.083333,2139,2186,0,0,Unplanned,01/03/2023,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,1531,1436,713,565.5,1067,1014,356.5,333.5,0,0,Unplanned,01/03/2023,,,
N - Endoscopy,Medway NHS,-,,3548,3171.916667,765,676.25,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - Harvey,Medway NHS,-,,2325,0,1857,12,1395,0,1046.25,0,0,62,Unplanned,01/03/2023,,,
N - Imaging Clinical Support,Medway NHS,-,,175.75,77,2593.5,2187.583333,0,0,341,341,0,0,Unplanned,01/03/2023,,,
N - Interventional Radiology Nursing,Medway NHS,-,,1423.5,864.5,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - Jade Ward,Medway NHS,-,,1542,1172,1649,1190,1023,1027.5,1364,1331,400,15,Unplanned,01/03/2023,,,
N - Keats Ward,Medway NHS,-,,1578,1242.5,1605.5,1457.333333,1395,1194,1394,1743.75,460,14,Unplanned,01/03/2023,,,
N - Lister Assessment Unit,Medway NHS,-,,2711.5,2297.916667,1594,1233.5,1705,1551,1023.75,1133,58,29,Unplanned,01/03/2023,,,
N - McCulloch Ward,Medway NHS,-,,1971.75,1639.333333,1644.5,1389,1809.5,1749.75,1457,1281.5,327,17,Unplanned,01/03/2023,,,
N - Milton Ward,Medway NHS,-,,2487,1391.55,1651.5,1209.75,1395,1545.5,1395,1706,854,0,Unplanned,01/03/2023,,,
N - Nelson Ward,Medway NHS,-,,1519.5,1303.416667,1627,1366.416667,1023,1079,1364,1694,52,31,Unplanned,01/03/2023,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,630,508.5,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
N - PAHU Esc,Medway NHS,-,,738.5,846.85,395,281.4166667,682,682.5,341,395,0,0,Unplanned,01/03/2023,,,
N - Sapphire Ward,Medway NHS,-,,2331,1950.5,1622.5,1204.416667,1419,1471.5,1364,1153,429,19,Unplanned,01/03/2023,,,
N - SDEC,Medway NHS,-,,2104.5,1839.5,868.5,908,77.5,461.75,0,111,0,0,Unplanned,01/03/2023,,,
N - Sheppey Frailty Unit,Medway NHS,-,,1996.5,1331.75,1623,1284,1364,1267.5,1023,715,0,34,Unplanned,01/03/2023,,,
N - Tennyson Ward,Medway NHS,-,,2394,1537,1607.5,1548,1364,1124.25,1397,1906.5,860,0,Unplanned,01/03/2023,,,
N - Wakeley Esc,Medway NHS,-,,1593,1334.583333,1718.5,1032.75,1045,1075.333333,1364,1348,48,35,Unplanned,01/03/2023,,,
N - Will Adams Ward,Medway NHS,-,,1599.483333,1306.483333,1709,1376.25,1403.5,1348,1418,1452,177,28,Unplanned,01/03/2023,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Neurology CNS,Medway NHS,-,,702.5,415.3333333,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,2877,2097.833333,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Osteoporosis Unit,Medway NHS,-,,616,493.5,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Patient Affairs Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Pharmacy,Medway NHS,-,,15532,13449.41667,0,64.5,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
RACE Clinic,Medway NHS,-,,0,0,345,247.5,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Rapid Testing Team,Medway NHS,-,,1054,277,0,0,232.5,112.5,0,0,0,0,Unplanned,01/03/2023,,,
Respiratory & Sleep Dept,Medway NHS,-,,1350,1038.083333,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Respiratory Team,Medway NHS,-,,1380,961.75,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Rheumatology CNS,Medway NHS,-,,517.5,438.4166667,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Specialist Medicine Ward Clarks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Standards and Practice,Medway NHS,-,,1564,1546.033333,664.9833333,679.4666667,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Therapies,Medway NHS,-,,12232.25,10522.46667,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
Ward Managers 430 Bleep roster,Medway NHS,-,,232.5,0,0,0,0,0,0,0,0,0,Unplanned,01/03/2023,,,
ACCP,Medway NHS,-,,1302,218.5,0,0,356.5,23,0,0,0,0,Planned,01/03/2023,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Audiology Dept,Medway NHS,-,,1884,452.5,833.5,678.25,0,0,0,0,0,0,Planned,01/03/2023,,,
Cancer Services Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Cancer Services CNS,Medway NHS,-,,5184.5,4449.416667,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Children's Play Team,Medway NHS,-,,172.5,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Children's Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,2992.5,2160.833333,0,88.5,0,0,0,0,0,0,Planned,01/03/2023,,,
Colposcopy,Medway NHS,-,,1276.5,1180.25,1060,959.25,0,0,0,0,0,0,Planned,01/03/2023,,,
Community Paediatric Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
ENT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Galton Day Unit Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
General Surgery Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Gynaecology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Anaesthetics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Breast Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Colorectal Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Critical Care Medics,Medway NHS,-,,775,232.5,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - ENT Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - General Surgery On Call Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - NICU Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Obs & Gynae Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Orthodontics Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Paediatric Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - T&O Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - T&O VIEW ONLY,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Urology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
M - Vascular Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
MacMillan Social Work,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Maternity Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Maternity On Calls,Medway NHS,-,,37.5,16,0,0,0,0,0,0,0,0,Planned,01/03/2023,,,
Maxillofacial,Medway NHS,-,,783,487,1785.5,1523,0,0,0,0,0,0,Planned,01/03/2023,,,
